City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Abbeville,FR,2022-11-20 17:12:58,50.1,1.8333,53.56,80,54,14.56
294,Inuvik,CA,2022-11-20 17:12:58,68.3499,-133.7218,23.76,93,75,6.91
295,Awjilah,LY,2022-11-20 17:12:59,29.1081,21.2869,71.62,19,95,8.5
296,Karema,TZ,2022-11-20 17:12:59,-6.8205,30.4389,73.85,79,52,1.9
297,Kenai,US,2022-11-20 17:13:00,60.5544,-151.2583,37.15,78,100,5.75
298,Doha,QA,2022-11-20 17:13:00,25.2867,51.5333,75.18,60,0,14.97
299,Kasongo,CD,2022-11-20 17:13:00,-4.45,26.6667,74.57,72,58,2.73
300,Saldanha,ZA,2022-11-20 17:12:26,-33.0117,17.9442,62.87,79,12,23.11
301,Mchinji,MW,2022-11-20 17:08:10,-13.7984,32.8802,79.38,37,63,5.77
302,Kipini,KE,2022-11-20 17:13:01,-2.5257,40.5262,78.85,88,95,7.74
303,Montecristi,EC,2022-11-20 17:13:01,-1.05,-80.6667,75.02,69,0,12.66
304,Ambilobe,MG,2022-11-20 17:13:02,-13.2,49.05,77.79,78,51,1.72
305,Wucheng,CN,2022-11-20 17:13:02,29.6008,118.175,57.04,93,2,2.17
306,Port-Gentil,GA,2022-11-20 17:13:03,-0.7193,8.7815,76.96,88,75,5.75
307,Sept-Iles,CA,2022-11-20 17:09:03,50.2001,-66.3821,27.05,84,100,14.97
308,Half Moon Bay,US,2022-11-20 17:11:43,37.4636,-122.4286,57.61,63,20,6.91
309,Ahuimanu,US,2022-11-20 17:13:03,21.4447,-157.8378,76.35,76,20,6.91
310,Aripuana,BR,2022-11-20 17:13:04,-9.1667,-60.6333,90.63,48,63,2.89
311,Tommot,RU,2022-11-20 17:13:05,58.9564,126.2925,-8.5,100,98,2.08
312,Can,TR,2022-11-20 17:13:05,40.0333,27.0524,65.97,63,100,14.05
313,Shingu,JP,2022-11-20 17:13:06,33.7333,135.9833,63.3,92,100,12.26
314,Pundaguitan,PH,2022-11-20 17:13:06,6.3711,126.1689,81.9,74,100,7.78
315,Chatham,GB,2022-11-20 17:13:07,51.3789,0.5279,49.86,85,21,3.0
316,Usogorsk,RU,2022-11-20 17:13:07,63.4106,48.6872,25.27,96,98,5.79
317,Tocopilla,CL,2022-11-20 17:13:08,-22.092,-70.1979,69.44,69,8,6.29
318,Mayumba,GA,2022-11-20 17:13:08,-3.432,10.6554,75.99,89,100,3.78
319,Longyearbyen,SJ,2022-11-20 17:13:08,78.2186,15.6401,35.44,80,75,10.36
320,Walvis Bay,NA,2022-11-20 17:13:09,-22.9575,14.5053,62.1,55,93,16.91
321,Presidencia Roque Saenz Pena,AR,2022-11-20 17:14:09,-26.7852,-60.4388,72.19,86,100,8.7
322,Buala,SB,2022-11-20 17:14:09,-8.145,159.5921,79.88,75,49,8.16
323,Conceicao Do Araguaia,BR,2022-11-20 17:12:04,-8.2578,-49.2647,85.55,64,25,3.36
324,Goundam,ML,2022-11-20 17:14:10,16.4145,-3.6708,89.96,9,95,10.87
325,Erenhot,CN,2022-11-20 17:14:10,43.6475,111.9767,22.96,33,0,7.09
326,Menongue,AO,2022-11-20 17:14:11,-14.6585,17.691,82.67,21,55,7.23
327,Duluth,US,2022-11-20 17:14:11,46.7833,-92.1066,22.06,75,100,10.36
328,Wattegama,LK,2022-11-20 17:14:12,6.7989,81.4808,74.23,90,83,0.85
329,Magadan,RU,2022-11-20 17:13:03,59.5667,150.8,11.19,75,100,7.02
330,Maceio,BR,2022-11-20 17:12:10,-9.6658,-35.7353,87.24,54,20,14.97
331,Debre Tabor,ET,2022-11-20 17:14:13,11.85,38.0167,57.58,54,97,0.36
332,Kulhudhuffushi,MV,2022-11-20 17:14:13,6.6221,73.07,76.33,90,100,8.63
333,Igrim,RU,2022-11-20 17:14:14,63.1906,64.4162,9.16,97,93,7.09
334,Chapais,CA,2022-11-20 17:14:14,49.7834,-74.8492,17.38,91,100,12.33
335,Koulikoro,ML,2022-11-20 17:14:14,14.0,-7.75,90.16,15,92,8.19
336,Tyukhtet,RU,2022-11-20 17:14:15,56.5389,89.3011,6.71,90,100,13.24
337,Sorong,ID,2022-11-20 17:14:15,-0.8833,131.25,76.55,90,98,5.66
338,Iskateley,RU,2022-11-20 17:14:16,67.6803,53.1512,33.53,98,100,14.05
339,Adrar,MR,2022-11-20 17:14:16,20.5022,-10.0711,82.54,10,0,7.52
340,Vyartsilya,RU,2022-11-20 17:14:17,62.1764,30.693,26.62,100,6,5.1
341,Usinsk,RU,2022-11-20 17:14:17,65.9939,57.5281,32.54,98,100,19.46
342,Chuy,UY,2022-11-20 17:14:17,-33.6971,-53.4616,81.93,54,38,10.67
343,Lobito,AO,2022-11-20 17:14:18,-12.3481,13.5456,77.4,80,21,8.93
344,Newport,GB,2022-11-20 17:14:18,51.5877,-2.9984,50.83,79,35,16.49
345,Igede,NG,2022-11-20 17:14:19,10.0544,5.9416,88.05,24,6,2.98
346,Ous,RU,2022-11-20 17:14:19,60.9058,61.5186,6.96,94,68,4.23
347,Ovsyanka,RU,2022-11-20 17:14:19,55.9575,92.5519,6.22,71,94,9.24
348,Bereda,ES,2022-11-20 17:14:20,43.2686,-7.5406,57.58,100,100,3.6
349,Andilamena,MG,2022-11-20 17:14:20,-17.0167,48.5833,71.8,74,75,2.35
350,Moussoro,TD,2022-11-20 17:14:21,13.6408,16.4901,85.35,13,98,9.53
351,San Patricio,US,2022-11-20 17:14:21,28.017,-97.5169,51.66,67,100,10.69
352,Touros,BR,2022-11-20 17:14:21,-5.1989,-35.4608,84.78,61,45,16.51
353,Soderhamn,SE,2022-11-20 17:14:22,61.3037,17.0592,32.95,95,100,14.7
354,Newport News,US,2022-11-20 17:14:22,36.9788,-76.428,45.99,34,0,14.97
355,Awbari,LY,2022-11-20 17:14:23,26.5921,12.7805,69.04,24,56,8.52
356,Voyvozh,RU,2022-11-20 17:14:23,62.892,54.9635,19.78,97,97,5.03
357,Rocha,UY,2022-11-20 17:14:23,-34.4833,-54.3333,88.99,41,74,9.66
358,Samarai,PG,2022-11-20 17:14:24,-10.6167,150.6667,82.99,78,30,11.43
359,Coihaique,CL,2022-11-20 17:14:25,-45.5752,-72.0662,57.81,44,20,5.75
360,Mahebourg,MU,2022-11-20 17:14:25,-20.4081,57.7,76.24,69,21,6.78
361,Yar-Sale,RU,2022-11-20 17:14:25,66.8333,70.8333,2.23,96,100,17.52
362,Uberlandia,BR,2022-11-20 17:14:26,-18.9186,-48.2772,87.66,29,23,3.51
363,Bend,US,2022-11-20 17:12:56,44.0582,-121.3153,30.6,55,0,5.75
364,Tiarei,PF,2022-11-20 17:14:26,-17.5333,-149.3333,78.82,75,47,15.43
365,Culebra,PR,2022-11-20 17:14:27,18.303,-65.301,86.09,81,1,15.99
366,Gazli,UZ,2022-11-20 17:14:27,40.1333,63.45,50.86,53,0,5.77
367,Los Banos,PH,2022-11-20 17:14:27,14.1667,121.1833,79.79,90,98,6.76
368,Talhar,PK,2022-11-20 17:15:28,24.8833,68.8167,77.14,27,1,8.32
369,Zarubino,RU,2022-11-20 17:15:28,42.63,131.0922,45.45,75,100,5.97
370,Ipixuna,BR,2022-11-20 17:15:29,-1.7625,-48.8043,92.77,37,61,4.68
371,Coquimbo,CL,2022-11-20 17:15:29,-29.9533,-71.3436,64.13,72,40,12.66
372,Aklavik,CA,2022-11-20 17:15:29,68.2191,-135.0107,14.85,97,99,10.27
373,Chalons-En-Champagne,FR,2022-11-20 17:15:29,48.9539,4.3672,46.47,97,100,15.1
374,Luena,AO,2022-11-20 17:15:30,-11.7833,19.9167,69.03,69,56,3.53
375,Mehamn,NO,2022-11-20 17:15:30,71.0357,27.8492,37.35,81,75,2.3
376,Acapulco,MX,2022-11-20 17:10:33,16.8634,-99.8901,87.62,66,75,5.75
377,Meulaboh,ID,2022-11-20 17:15:31,4.1363,96.1285,76.55,87,100,3.44
378,Kawalu,ID,2022-11-20 17:15:31,-7.3817,108.2082,70.7,97,60,1.28
379,Bathsheba,BB,2022-11-20 17:15:31,13.2167,-59.5167,84.81,74,40,23.02
380,Dunedin,NZ,2022-11-20 17:15:32,-45.8742,170.5036,54.81,92,70,3.27
381,Potsdam,DE,2022-11-20 17:13:28,52.3989,13.0657,33.49,84,87,6.93
382,Channahon,US,2022-11-20 17:15:32,41.4295,-88.2287,30.63,50,0,11.5
383,Mehran,IR,2022-11-20 17:15:32,33.1222,46.1646,67.46,38,0,5.7
384,Paslek,PL,2022-11-20 17:15:33,54.0616,19.6593,30.56,97,100,12.71
385,Ixil,MX,2022-11-20 17:15:33,21.15,-89.4833,83.05,76,70,5.82
386,San Quintin,MX,2022-11-20 17:15:34,30.4833,-115.95,66.02,27,0,3.91
387,Progreso,MX,2022-11-20 17:15:34,21.2833,-89.6667,83.1,73,87,8.72
388,Petropavlovsk-Kamchatskiy,RU,2022-11-20 17:15:34,53.0452,158.6483,17.04,84,18,9.82
389,Dali,CN,2022-11-20 17:15:35,25.7,100.1833,47.14,60,3,4.79
390,Pangoa,PE,2022-11-20 17:15:35,-12.1167,-73.0,89.13,47,99,6.24
391,Vanavara,RU,2022-11-20 17:15:36,60.34,102.2797,9.82,95,100,6.38
392,Atyrau,KZ,2022-11-20 17:15:36,47.1167,51.8833,46.42,93,75,13.42
393,Lar,IN,2022-11-20 17:15:37,26.2039,83.9717,65.17,41,0,5.46
394,Beneditinos,BR,2022-11-20 17:15:37,-5.45,-42.3667,96.85,28,99,4.56
395,Vasterhaninge,SE,2022-11-20 17:15:37,59.1167,18.1,30.88,95,100,11.7
396,Tigil,RU,2022-11-20 17:15:38,57.8,158.6667,6.4,95,92,5.95
397,Aguimes,ES,2022-11-20 17:15:38,27.9054,-15.4461,72.66,68,75,25.32
398,Constitucion,CL,2022-11-20 17:15:39,-35.3333,-72.4167,66.58,48,0,18.34
399,Morant Bay,JM,2022-11-20 17:15:39,17.8815,-76.4093,87.42,66,49,12.95
400,Portland,US,2022-11-20 17:15:39,45.5234,-122.6762,40.41,65,0,11.01
401,Luang Prabang,LA,2022-11-20 17:15:40,19.8856,102.1347,71.13,90,50,0.16
402,Umm Lajj,SA,2022-11-20 17:15:41,25.0213,37.2685,80.87,67,0,2.26
403,Synya,RU,2022-11-20 17:15:41,65.3718,58.0387,30.15,98,100,7.76
404,Maningrida,AU,2022-11-20 17:15:42,-12.0667,134.2667,81.18,80,77,5.93
405,Maumere,ID,2022-11-20 17:15:42,-8.6199,122.2111,79.34,81,98,2.42
406,Gizo,SB,2022-11-20 17:15:43,-8.103,156.8419,82.24,72,45,10.71
407,Burgeo,CA,2022-11-20 17:15:43,47.6167,-57.6152,39.31,97,100,28.43
408,Fuxin,CN,2022-11-20 17:15:43,42.0156,121.6589,33.93,91,100,1.54
409,Kroya,ID,2022-11-20 17:15:44,-7.6331,109.2461,76.37,89,73,4.21
410,Kouango,CF,2022-11-20 17:11:20,4.9934,19.9619,81.63,38,100,2.86
411,Fare,PF,2022-11-20 17:15:44,-16.7,-151.0167,77.99,76,99,18.19
412,Changji,CN,2022-11-20 17:15:45,44.0167,87.3167,29.19,100,100,4.47
413,Tahta,EG,2022-11-20 17:15:45,26.7693,31.5021,74.37,21,2,6.51
414,Oleksandrivka,UA,2022-11-20 17:16:45,48.9634,32.2349,33.91,100,100,9.37
415,Mount Gambier,AU,2022-11-20 17:16:46,-37.8333,140.7667,43.25,86,96,17.43
416,Iracemapolis,BR,2022-11-20 17:16:46,-22.5806,-47.5186,90.37,28,3,2.17
417,Saint-Georges,GD,2022-11-20 17:16:46,12.0564,-61.7485,83.88,79,20,19.57
418,Alta Floresta,BR,2022-11-20 17:16:47,-9.8756,-56.0861,87.62,66,40,3.44
419,Bandar-E Lengeh,IR,2022-11-20 17:16:47,26.5579,54.8807,78.91,57,0,4.61
420,Margate,GB,2022-11-20 17:16:47,51.3813,1.3862,47.7,78,22,5.01
421,Ishigaki,JP,2022-11-20 17:16:48,24.3448,124.1572,71.73,88,20,6.91
422,Rawson,AR,2022-11-20 17:16:48,-43.3002,-65.1023,61.39,48,1,15.41
423,Liuzhou,CN,2022-11-20 17:16:48,24.3126,109.3892,70.29,73,60,3.02
424,Balkanabat,TM,2022-11-20 17:16:49,39.5108,54.3671,59.4,53,34,1.43
425,Grootfontein,NA,2022-11-20 17:16:49,-19.5667,18.1167,87.37,25,57,5.75
426,Anadyr,RU,2022-11-20 17:16:49,64.75,177.4833,-10.7,77,0,13.42
427,Camacha,PT,2022-11-20 17:16:49,33.0833,-16.3333,62.02,82,40,14.97
428,Alamosa,US,2022-11-20 17:12:04,37.4695,-105.87,21.18,63,0,3.44
429,Flin Flon,CA,2022-11-20 17:15:33,54.7682,-101.865,19.24,79,100,10.36
430,Ponta Do Sol,PT,2022-11-20 17:16:50,32.6667,-17.1,70.0,70,64,3.58
431,Matay,EG,2022-11-20 17:16:50,28.419,30.7792,73.0,28,24,5.82
432,Nieuw Amsterdam,SR,2022-11-20 17:16:51,5.8833,-55.0833,91.56,71,75,4.61
433,At-Bashi,KG,2022-11-20 17:16:51,41.1702,75.8106,19.62,74,21,3.42
434,Bonavista,CA,2022-11-20 17:16:51,48.6499,-53.1147,36.93,61,36,10.67
435,Aparecida Do Taboado,BR,2022-11-20 17:16:52,-20.0867,-51.0936,100.27,21,14,2.48
436,Kaniama,CD,2022-11-20 17:16:52,-7.5667,24.1833,73.17,76,92,0.51
437,Jacareacanga,BR,2022-11-20 17:16:52,-6.2222,-57.7528,92.73,43,34,3.87
438,Stryn,NO,2022-11-20 17:16:53,61.9045,6.7226,30.15,44,100,3.51
439,Tandil,AR,2022-11-20 17:12:46,-37.3217,-59.1332,60.69,91,100,11.77
440,Vila Franca Do Campo,PT,2022-11-20 17:16:53,37.7167,-25.4333,67.19,88,100,12.8
441,Spearfish,US,2022-11-20 17:16:53,44.4908,-103.8594,43.09,24,0,13.8
442,Goderich,CA,2022-11-20 17:16:54,43.7501,-81.7165,27.91,54,100,23.02
443,Bay Roberts,CA,2022-11-20 17:16:54,47.5999,-53.2648,40.51,77,65,8.99
444,Okha,RU,2022-11-20 17:14:14,53.5739,142.9478,32.05,83,99,12.17
445,Ust-Nera,RU,2022-11-20 17:16:55,64.5667,143.2,-14.06,98,100,3.91
446,Maragogi,BR,2022-11-20 17:14:45,-9.0122,-35.2225,83.07,59,54,10.07
447,Novoilinsk,RU,2022-11-20 17:16:55,51.6829,108.7143,0.99,99,38,2.21
448,Taltal,CL,2022-11-20 17:16:55,-25.4,-70.4833,65.64,72,25,5.93
449,Kamina,CD,2022-11-20 17:16:55,-8.7386,24.9906,73.2,73,82,0.98
450,Kloulklubed,PW,2022-11-20 17:16:56,7.0419,134.2556,75.7,76,50,7.63
451,Ngunguru,NZ,2022-11-20 17:16:56,-35.6167,174.5,59.0,91,81,9.06
452,Roma,US,2022-11-20 17:16:56,43.2128,-75.4557,30.72,91,100,20.71
453,Nantucket,US,2022-11-20 17:16:57,41.2835,-70.0995,42.91,37,40,19.57
454,Mahibadhoo,MV,2022-11-20 17:16:57,3.7833,72.9667,81.81,78,85,15.28
455,Xuddur,SO,2022-11-20 17:16:57,4.1213,43.8894,81.99,54,75,11.48
456,Batemans Bay,AU,2022-11-20 17:16:58,-35.7167,150.1833,63.1,58,0,18.81
457,Shache,CN,2022-11-20 17:16:58,38.4167,77.2406,42.46,21,12,4.45
458,Dong Hoi,VN,2022-11-20 17:16:58,17.4833,106.6,74.73,90,99,4.92
459,Maldonado,UY,2022-11-20 17:17:59,-34.6667,-54.9167,92.59,34,94,7.31
460,Kasongo-Lunda,CD,2022-11-20 17:17:59,-6.4667,16.8167,75.31,87,76,3.15
461,Masumbwe,TZ,2022-11-20 17:17:59,-3.6333,32.1833,66.85,86,60,3.58
462,Ouadda,CF,2022-11-20 17:18:00,8.0777,22.4007,75.99,31,84,4.83
463,Malanje,AO,2022-11-20 17:18:00,-9.5402,16.341,70.09,80,52,5.28
464,Nhulunbuy,AU,2022-11-20 17:18:00,-12.2333,136.7667,81.21,78,58,0.0
465,Mersing,MY,2022-11-20 17:18:01,2.4312,103.8405,77.99,87,93,2.44
466,Grocka,RS,2022-11-20 17:18:01,44.6722,20.7175,43.02,95,100,7.67
467,Vostok,RU,2022-11-20 17:18:01,46.4856,135.8833,18.48,98,81,4.56
468,Palpa,PE,2022-11-20 17:18:02,-14.5336,-75.1856,86.74,29,79,8.52
469,Sola,VU,2022-11-20 17:18:02,-13.8833,167.55,81.9,74,39,8.72
470,Arlit,NE,2022-11-20 17:18:02,18.7369,7.3853,82.71,10,61,7.96
471,Palasa,IN,2022-11-20 17:18:03,18.7667,84.4167,72.46,57,73,6.24
472,Road Town,VG,2022-11-20 17:18:03,18.4167,-64.6167,86.09,79,40,11.5
473,Pacific Grove,US,2022-11-20 17:18:03,36.6177,-121.9166,61.45,49,0,1.99
474,Souillac,MU,2022-11-20 17:18:04,-20.5167,57.5167,75.58,73,75,9.22
475,Hobyo,SO,2022-11-20 17:18:04,5.3505,48.5268,81.55,74,23,14.45
476,Batticaloa,LK,2022-11-20 17:18:04,7.7102,81.6924,76.66,80,14,12.08
477,Laguna,US,2022-11-20 17:18:05,38.421,-121.4238,57.63,67,0,0.0
478,Tokat,TR,2022-11-20 17:18:05,40.4167,36.5833,49.86,55,93,5.28
479,Lavrentiya,RU,2022-11-20 17:18:05,65.5833,-171.0,17.4,88,100,13.69
480,Ropczyce,PL,2022-11-20 17:18:06,50.0523,21.6089,30.11,92,23,4.12
481,Omsukchan,RU,2022-11-20 17:18:06,62.5333,155.8,-13.32,79,11,2.84
482,Bafut,CM,2022-11-20 17:18:07,6.0833,10.1,72.79,53,97,1.05
483,General Roca,AR,2022-11-20 17:18:07,-39.0333,-67.5833,71.06,22,0,1.01
484,Mweka,CD,2022-11-20 17:18:07,-4.85,21.5667,76.3,67,54,1.74
485,Evensk,RU,2022-11-20 17:18:08,61.95,159.2333,-7.73,77,5,6.96
486,Shenjiamen,CN,2022-11-20 17:18:08,29.9576,122.298,61.43,77,0,6.49
487,Inirida,CO,2022-11-20 17:18:08,3.8653,-67.9239,87.35,68,48,0.56
488,Mayo,US,2022-11-20 17:18:09,38.8876,-76.5119,38.17,34,0,13.8
489,Tual,ID,2022-11-20 17:18:09,-5.6667,132.75,83.79,68,100,2.91
490,Whitehaven,GB,2022-11-20 17:18:09,54.549,-3.5841,42.66,100,47,1.01
491,Dunmore Town,BS,2022-11-20 17:18:10,25.5,-76.65,80.58,67,25,10.0
492,Varnavino,RU,2022-11-20 17:18:10,57.4035,45.0916,17.26,77,98,2.77
493,Kutum,SD,2022-11-20 17:18:10,14.2,24.6667,71.17,15,4,9.73
494,Soyo,AO,2022-11-20 17:18:11,-6.1349,12.3689,78.24,80,59,9.01
495,Mangrol,IN,2022-11-20 17:18:11,21.1167,70.1167,76.21,51,0,1.43
496,Turukhansk,RU,2022-11-20 17:18:12,65.8167,87.9833,-4.99,92,100,5.66
497,Fort Frances,CA,2022-11-20 17:18:12,48.5999,-93.4003,21.16,77,100,6.91
498,Kambove,CD,2022-11-20 17:18:12,-10.8764,26.5969,67.86,76,59,1.68
499,Muyezerskiy,RU,2022-11-20 17:18:13,63.9333,31.65,18.12,95,5,2.08
500,Avera,US,2022-11-20 17:18:13,33.194,-82.5271,46.54,32,100,7.27
501,Oyugis,KE,2022-11-20 17:18:13,-0.509,34.7358,62.22,94,93,4.54
502,Salalah,OM,2022-11-20 17:16:24,17.0151,54.0924,80.69,61,20,4.61
503,Veraval,IN,2022-11-20 17:18:14,20.9,70.3667,75.87,48,2,3.44
504,Katobu,ID,2022-11-20 17:18:14,-4.9408,122.5276,76.06,92,100,2.01
505,Broken Hill,AU,2022-11-20 17:18:14,-31.95,141.4333,56.28,54,78,17.94
506,Mecca,SA,2022-11-20 17:18:52,21.4267,39.8261,80.69,53,2,2.95
507,Husavik,IS,2022-11-20 17:19:15,66.0449,-17.3389,42.82,83,97,11.72
508,Ulladulla,AU,2022-11-20 17:19:16,-35.35,150.4667,61.16,48,10,16.06
509,Niesky,DE,2022-11-20 17:19:16,51.2924,14.8211,32.22,89,57,6.35
510,Vitry-Le-Francois,FR,2022-11-20 17:19:16,48.7333,4.5833,45.46,97,100,15.59
511,Vacaville,US,2022-11-20 17:18:08,38.3566,-121.9877,54.97,45,0,10.36
512,Guanambi,BR,2022-11-20 17:19:17,-14.2233,-42.7814,84.79,46,100,0.63
513,Richards Bay,ZA,2022-11-20 17:19:17,-28.783,32.0377,66.25,69,45,5.86
514,Bulgan,MN,2022-11-20 17:19:17,48.8125,103.5347,9.66,75,21,1.97
515,Moorhead,US,2022-11-20 17:19:18,46.8739,-96.7676,18.99,74,0,6.91
516,Bozova,TR,2022-11-20 17:19:18,37.3625,38.5267,58.12,64,18,1.41
517,Sembe,CG,2022-11-20 17:19:18,1.6481,14.5806,73.17,91,68,2.46
518,Plettenberg Bay,ZA,2022-11-20 17:19:19,-34.0527,23.3716,61.32,72,51,4.0
519,Port Keats,AU,2022-11-20 17:19:19,-14.25,129.55,81.68,78,100,6.6
520,Cartagena,CO,2022-11-20 17:15:31,10.3997,-75.5144,87.42,74,40,9.22
521,Pangkalanbuun,ID,2022-11-20 17:19:20,-2.6833,111.6167,74.41,98,100,2.62
522,Mareeba,AU,2022-11-20 17:19:20,-17.0,145.4333,74.44,92,59,1.12
523,Ketchikan,US,2022-11-20 17:19:20,55.3422,-131.6461,40.55,95,100,3.47
524,Huilong,CN,2022-11-20 17:19:21,31.8111,121.655,61.21,86,83,5.73
525,Vila Velha,BR,2022-11-20 17:19:21,-20.3297,-40.2925,78.75,72,75,8.05
526,Bougouni,ML,2022-11-20 17:19:22,11.417,-7.479,91.4,21,90,4.34
527,Roebourne,AU,2022-11-20 17:19:22,-20.7833,117.1333,80.89,31,86,7.02
528,Huandacareo,MX,2022-11-20 17:19:22,19.9833,-101.2833,66.15,60,97,6.49
529,Antofagasta,CL,2022-11-20 17:19:23,-23.65,-70.4,67.28,67,23,9.37
530,Erzin,TR,2022-11-20 17:19:23,36.9559,36.2,64.33,59,53,3.62
531,Mikkeli,FI,2022-11-20 17:19:24,61.6886,27.2723,26.71,93,100,6.91
532,Santa Rosa,PH,2022-11-20 17:19:24,14.3122,121.1114,81.09,85,97,8.46
533,Derzhavinsk,KZ,2022-11-20 17:19:25,51.1,66.3167,13.44,95,28,5.91
534,Rawah,IQ,2022-11-20 17:19:25,34.4816,41.9093,63.5,52,0,7.96
535,Wau,SS,2022-11-20 17:19:25,7.7029,27.9953,83.28,25,63,3.13
536,Gonbad-E Qabus,IR,2022-11-20 17:19:25,37.25,55.1672,56.35,71,0,4.61
537,Tianpeng,CN,2022-11-20 17:19:26,30.9866,103.9393,59.47,72,100,4.47
538,Limulunga,ZM,2022-11-20 17:19:26,-15.0969,23.1376,83.46,19,14,1.54
539,Asau,RO,2022-11-20 17:19:27,46.4333,26.4,33.28,100,100,0.94
540,Udachnyy,RU,2022-11-20 17:19:27,66.4167,112.4,-24.66,99,96,3.44
541,Salaverry,PE,2022-11-20 17:19:27,-8.2333,-78.9667,66.58,85,65,8.12
542,Rognan,NO,2022-11-20 17:19:28,67.0953,15.3878,41.14,50,0,8.9
543,Waingapu,ID,2022-11-20 17:19:28,-9.6567,120.2641,80.17,82,100,1.5
544,Vao,NC,2022-11-20 17:19:28,-22.6667,167.4833,73.45,78,89,8.93
545,Kem,RU,2022-11-20 17:19:29,64.9555,34.5793,20.52,94,15,3.47
546,Peniche,PT,2022-11-20 17:19:29,39.3558,-9.3811,63.09,94,77,13.13
547,Pizarro,CO,2022-11-20 17:19:29,4.9533,-77.366,75.04,95,100,11.95
548,Kaeo,NZ,2022-11-20 17:19:30,-35.1,173.7833,61.32,96,99,9.28
549,General Macarthur,PH,2022-11-20 17:19:30,11.2464,125.5394,76.21,96,100,2.19
550,Turayf,SA,2022-11-20 17:19:30,31.6725,38.6637,57.45,67,0,4.61
551,Zastron,ZA,2022-11-20 17:19:31,-30.3023,27.084,64.58,16,11,8.14
552,Lazurne,UA,2022-11-20 17:20:31,46.084,32.5295,58.17,87,100,19.48
553,Sulphur,US,2022-11-20 17:20:31,30.2366,-93.3774,53.58,48,0,16.11
554,Padang,ID,2022-11-20 17:20:32,-0.9492,100.3543,76.28,87,92,4.18
555,Menzelinsk,RU,2022-11-20 17:20:32,55.7271,53.1026,12.96,93,13,3.56
556,Ures,MX,2022-11-20 17:20:32,29.4333,-110.4,65.57,31,0,8.66
557,Zhangye,CN,2022-11-20 17:20:33,38.9342,100.4517,35.8,27,100,4.54
558,Sur,OM,2022-11-20 17:20:33,22.5667,59.5289,77.65,61,0,2.71
559,Cururupu,BR,2022-11-20 17:20:33,-1.8283,-44.8683,90.57,45,59,7.31
560,Smithers,CA,2022-11-20 17:20:33,54.7804,-127.1743,21.52,93,100,2.3
561,Yulara,AU,2022-11-20 17:20:34,-25.2406,130.9889,71.4,23,96,13.98
562,Estelle,US,2022-11-20 17:20:34,29.8458,-90.1067,52.0,55,75,12.66
563,Cauquenes,CL,2022-11-20 17:20:34,-35.9671,-72.3225,75.9,14,0,13.06
564,Pauini,BR,2022-11-20 17:20:35,-7.7136,-66.9764,96.12,37,78,4.7
565,Qiongshan,CN,2022-11-20 17:20:35,20.0058,110.3542,76.98,83,40,8.95
566,Campoverde,PE,2022-11-20 17:20:35,-8.4753,-74.8058,89.29,35,75,3.15
567,Opuwo,NA,2022-11-20 17:20:36,-18.0607,13.84,83.91,32,87,12.41
568,Griffith,US,2022-11-20 17:20:36,41.5284,-87.4237,28.11,47,75,11.5
569,Poronaysk,RU,2022-11-20 17:20:36,49.2167,143.1167,41.56,89,100,14.88
570,College,US,2022-11-20 17:20:37,64.8569,-147.8028,15.58,88,100,0.0
571,Turan,VN,2022-11-20 17:20:37,16.0678,108.2208,80.58,78,40,5.75
572,Lodja,CD,2022-11-20 17:20:37,-3.4833,23.4333,78.6,65,94,2.75
573,Ust-Kuyga,RU,2022-11-20 17:20:38,70.0167,135.6,-14.28,99,98,1.07
574,Lampa,CL,2022-11-20 17:20:38,-33.2833,-70.9,83.07,21,0,16.11
575,Tautira,PF,2022-11-20 17:20:38,-17.7333,-149.15,76.41,75,46,14.5
576,Raton,US,2022-11-20 17:20:38,36.9034,-104.4391,39.54,47,0,5.75
577,Tsumeb,NA,2022-11-20 17:20:39,-19.2333,17.7167,92.19,17,75,4.36
578,Cap Malheureux,MU,2022-11-20 17:20:39,-19.9842,57.6142,75.47,68,5,1.01
579,Gafanha Da Encarnacao,PT,2022-11-20 17:20:39,40.6181,-8.733,63.05,94,73,9.24
580,Lapa,BR,2022-11-20 17:20:40,-25.7697,-49.7158,80.28,42,25,3.58
581,Zyryanskoye,RU,2022-11-20 17:20:40,56.8306,86.6258,8.47,91,100,14.5
582,Kyra,RU,2022-11-20 17:20:40,49.5776,111.9753,-0.72,95,11,3.51
583,Helong,CN,2022-11-20 17:20:41,42.5397,128.9972,34.56,96,79,0.76
584,Sangin,AF,2022-11-20 17:20:41,32.0728,64.8359,58.89,35,19,3.2
585,Bousso,TD,2022-11-20 17:20:41,10.4795,16.7117,86.47,19,15,5.91
586,Kupang,ID,2022-11-20 17:20:42,-10.1667,123.5833,77.58,100,75,4.61
587,Mlonggo,ID,2022-11-20 17:20:42,-6.5333,110.7,79.68,82,32,2.46
588,Merke,KZ,2022-11-20 17:20:42,42.8728,73.1786,43.18,77,92,3.94
589,Gigmoto,PH,2022-11-20 17:20:43,13.7796,124.39,79.5,91,99,8.16
590,Yurino,RU,2022-11-20 17:20:43,56.2942,46.3039,23.7,94,100,2.55
591,Dubbo,AU,2022-11-20 17:20:43,-32.25,148.6167,48.33,93,68,4.61
