City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Hotel Name
619,Yenangyaung,MM,2022-11-20 17:21:50,20.4667,94.8833,73.65,50,8,4.47,Hotel Country
621,Moerai,PF,2022-11-20 17:21:51,-22.4333,-151.3333,71.49,70,17,16.87,Le Manotel
630,Maroua,CM,2022-11-20 17:21:54,10.591,14.3159,84.74,20,42,6.85,Maroua Palace
632,Ratnagiri,IN,2022-11-20 17:21:54,16.9833,73.3,72.12,56,80,6.11,Hotel Landmark
634,Chilca,PE,2022-11-20 17:21:55,-12.5211,-76.7372,66.52,78,61,9.19,Playa Punta Yaya - Las Salinas
635,Marsa Matruh,EG,2022-11-20 17:21:56,31.3525,27.2453,69.4,66,100,8.28,Beau Site
636,Cairns,AU,2022-11-20 17:21:56,-16.9167,145.7667,79.07,92,59,0.0,Mantra Trilogy Cairns
637,Mumford,GH,2022-11-20 17:21:56,5.2618,-0.759,81.19,77,89,11.14,Peace Guest House
641,Kismayo,SO,2022-11-20 17:21:58,-0.3582,42.5454,79.52,82,76,9.98,Agan-Hotel
644,Sehwan,PK,2022-11-20 17:21:58,26.4279,67.863,74.77,29,0,5.91,Lal Shahbaz Motel STDC
645,Saint-Pierre,RE,2022-11-20 17:22:59,-21.3393,55.4781,76.68,69,100,4.61,Alize Plage
648,Nouadhibou,MR,2022-11-20 17:22:59,20.931,-17.0347,69.78,73,0,16.11,El Medina
649,Makokou,GA,2022-11-20 17:23:00,0.5738,12.8642,71.69,96,94,2.48,Hôtel Arizona
651,Atocha,BO,2022-11-20 17:23:00,-20.9333,-66.2333,66.51,4,1,13.11,ALOJAMIENTO RESTAURANT BARQUITO
653,Nan,TH,2022-11-20 17:23:01,18.8333,100.6667,69.62,97,32,1.01,สะเนียน2
657,Palu,ID,2022-11-20 17:23:02,-0.8917,119.8707,77.13,94,100,2.68,Hotel Santika Palu
659,Silifke,TR,2022-11-20 17:23:03,36.3778,33.9344,65.21,74,97,3.24,Ayatekla Hotel
660,Tias,ES,2022-11-20 17:23:03,28.9611,-13.645,69.48,64,0,23.02,Hotel Beatriz Playa & SPA
662,Corinto,GR,2022-11-20 17:23:04,37.9407,22.9573,71.89,78,99,4.72,Ephira Hotel
666,Imbituba,BR,2022-11-20 17:23:05,-28.24,-48.6703,76.66,65,26,21.59,Praia Hotel Imbituba
667,Ibra,OM,2022-11-20 17:23:06,22.6906,58.5334,72.9,46,0,4.0,مزرعة راحة النفوس المنزفة
669,Hit,IQ,2022-11-20 17:22:30,33.6416,42.8251,65.86,48,0,10.42,المعلق حسان رزاق
673,Sulangan,PH,2022-11-20 17:23:07,11.1373,123.7228,82.09,78,70,7.29,Maia's Beach Resort
